subject,prefix,label,trial,trial_num,ambient,split_mode1,valid,csi_exists,proxy13_exists,full33_exists,csi_path,proxy13_path,full33_path
ajh,AJH,stand_to_sit,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_sit/AJH/AJH_stand_to_sit_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_sit/AJH/AJH_stand_to_sit_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_sit/AJH/AJH_stand_to_sit_t022_full33.csv
ajh,AJH,stand_to_sit,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_sit/AJH/AJH_stand_to_sit_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_sit/AJH/AJH_stand_to_sit_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_sit/AJH/AJH_stand_to_sit_t023_full33.csv
ajh,AJH,stand_to_sit,t024,24,music,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_sit/AJH/AJH_stand_to_sit_t024.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_sit/AJH/AJH_stand_to_sit_t024_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_sit/AJH/AJH_stand_to_sit_t024_full33.csv
ajh,AJH,stand_to_sit,t025,25,music,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_sit/AJH/AJH_stand_to_sit_t025.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_sit/AJH/AJH_stand_to_sit_t025_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_sit/AJH/AJH_stand_to_sit_t025_full33.csv
ajh,AJH,lie_to_stand,t001,1,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t001.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t001_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t001_full33.csv
ajh,AJH,lie_to_stand,t002,2,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t002.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t002_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t002_full33.csv
ajh,AJH,lie_to_stand,t003,3,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t003.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t003_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t003_full33.csv
ajh,AJH,lie_to_stand,t004,4,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t004.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t004_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t004_full33.csv
ajh,AJH,lie_to_stand,t005,5,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t005.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t005_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t005_full33.csv
ajh,AJH,lie_to_stand,t006,6,quiet,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t006.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t006_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t006_full33.csv
ajh,AJH,lie_to_stand,t007,7,quiet,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t007.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t007_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t007_full33.csv
ajh,AJH,lie_to_stand,t008,8,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t008.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t008_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t008_full33.csv
ajh,AJH,lie_to_stand,t009,9,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t009.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t009_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t009_full33.csv
ajh,AJH,lie_to_stand,t010,10,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t010.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t010_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t010_full33.csv
ajh,AJH,lie_to_stand,t011,11,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t011.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t011_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t011_full33.csv
ajh,AJH,lie_to_stand,t012,12,aircon,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t012.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t012_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t012_full33.csv
ajh,AJH,lie_to_stand,t013,13,aircon,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t013.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t013_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t013_full33.csv
ajh,AJH,lie_to_stand,t014,14,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t014.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t014_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t014_full33.csv
ajh,AJH,lie_to_stand,t015,15,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t015.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t015_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t015_full33.csv
ajh,AJH,lie_to_stand,t016,16,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t016.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t016_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t016_full33.csv
ajh,AJH,lie_to_stand,t017,17,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t017.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t017_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t017_full33.csv
ajh,AJH,lie_to_stand,t018,18,tv,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t018.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t018_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t018_full33.csv
ajh,AJH,lie_to_stand,t019,19,tv,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t019.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t019_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t019_full33.csv
ajh,AJH,lie_to_stand,t020,20,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t020.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t020_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t020_full33.csv
ajh,AJH,lie_to_stand,t021,21,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t021.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t021_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t021_full33.csv
ajh,AJH,lie_to_stand,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t022_full33.csv
ajh,AJH,lie_to_stand,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t023_full33.csv
ajh,AJH,lie_to_stand,t024,24,music,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t024.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t024_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t024_full33.csv
ajh,AJH,lie_to_stand,t025,25,music,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/lie_to_stand/AJH/AJH_lie_to_stand_t025.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lie_to_stand/AJH/AJH_lie_to_stand_t025_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lie_to_stand/AJH/AJH_lie_to_stand_t025_full33.csv
ajh,AJH,stand_to_lie_normal,t001,1,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t001.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t001_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t001_full33.csv
ajh,AJH,stand_to_lie_normal,t002,2,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t002.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t002_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t002_full33.csv
ajh,AJH,stand_to_lie_normal,t003,3,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t003.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t003_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t003_full33.csv
ajh,AJH,stand_to_lie_normal,t004,4,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t004.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t004_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t004_full33.csv
ajh,AJH,stand_to_lie_normal,t005,5,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t005.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t005_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t005_full33.csv
ajh,AJH,stand_to_lie_normal,t006,6,quiet,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t006.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t006_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t006_full33.csv
ajh,AJH,stand_to_lie_normal,t007,7,quiet,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t007.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t007_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t007_full33.csv
ajh,AJH,stand_to_lie_normal,t008,8,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t008.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t008_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t008_full33.csv
ajh,AJH,stand_to_lie_normal,t009,9,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t009.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t009_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t009_full33.csv
ajh,AJH,stand_to_lie_normal,t010,10,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t010.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t010_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t010_full33.csv
ajh,AJH,stand_to_lie_normal,t011,11,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t011.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t011_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t011_full33.csv
ajh,AJH,stand_to_lie_normal,t012,12,aircon,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t012.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t012_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t012_full33.csv
ajh,AJH,stand_to_lie_normal,t013,13,aircon,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t013.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t013_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t013_full33.csv
ajh,AJH,stand_to_lie_normal,t014,14,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t014.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t014_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t014_full33.csv
ajh,AJH,stand_to_lie_normal,t015,15,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t015.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t015_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t015_full33.csv
ajh,AJH,stand_to_lie_normal,t016,16,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t016.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t016_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t016_full33.csv
ajh,AJH,stand_to_lie_normal,t017,17,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t017.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t017_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t017_full33.csv
ajh,AJH,stand_to_lie_normal,t018,18,tv,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t018.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t018_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t018_full33.csv
ajh,AJH,stand_to_lie_normal,t019,19,tv,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t019.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t019_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t019_full33.csv
ajh,AJH,stand_to_lie_normal,t020,20,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t020.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t020_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t020_full33.csv
ajh,AJH,stand_to_lie_normal,t021,21,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t021.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t021_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t021_full33.csv
ajh,AJH,stand_to_lie_normal,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t022_full33.csv
ajh,AJH,stand_to_lie_normal,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t023_full33.csv
ajh,AJH,stand_to_lie_normal,t024,24,music,val,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t024.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t024_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t024_full33.csv
ajh,AJH,stand_to_lie_normal,t025,25,music,test,True,True,True,True,csi_to_pose_ajh/csi/safe/transition/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t025.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t025_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/stand_to_lie_normal/AJH/AJH_stand_to_lie_normal_t025_full33.csv
ajh,AJH,bed_exit_failed,t001,1,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t001.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t001_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t001_full33.csv
ajh,AJH,bed_exit_failed,t002,2,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t002.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t002_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t002_full33.csv
ajh,AJH,bed_exit_failed,t003,3,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t003.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t003_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t003_full33.csv
ajh,AJH,bed_exit_failed,t004,4,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t004.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t004_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t004_full33.csv
ajh,AJH,bed_exit_failed,t005,5,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t005.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t005_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t005_full33.csv
ajh,AJH,bed_exit_failed,t006,6,quiet,val,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t006.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t006_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t006_full33.csv
ajh,AJH,bed_exit_failed,t007,7,quiet,test,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t007.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t007_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t007_full33.csv
ajh,AJH,bed_exit_failed,t008,8,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t008.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t008_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t008_full33.csv
ajh,AJH,bed_exit_failed,t009,9,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/warning/bed_exit/bed_exit_failed/AJH/AJH_bed_exit_failed_t009.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/bed_exit_failed/AJH/AJH_bed_exit_failed_t009_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/bed_exit_failed/AJH/AJH_bed_exit_failed_t009_full33.csv
