trial_id,subject,environment,task,class_id,scenario_id,detail_label,risk,risk_id,gt_schema,n_alive,time_method,csi,gt_pose,original_video
yja_E02_S01_t018,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t018/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t018/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t018/original_video.mp4
yja_E02_S01_t019,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t019/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t019/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t019/original_video.mp4
yja_E02_S01_t020,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t020/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t020/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t020/original_video.mp4
yja_E02_S01_t021,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t021/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t021/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t021/original_video.mp4
yja_E02_S01_t022,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t022/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t022/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t022/original_video.mp4
yja_E02_S01_t023,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t023/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t023/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t023/original_video.mp4
yja_E02_S01_t024,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t024/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t024/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t024/original_video.mp4
yja_E02_S02_t001,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t001/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t001/original_video.mp4
yja_E02_S02_t002,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t002/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t002/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t002/original_video.mp4
yja_E02_S02_t003,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t003/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t003/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t003/original_video.mp4
yja_E02_S02_t004,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t004/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t004/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t004/original_video.mp4
yja_E02_S02_t005,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t005/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t005/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t005/original_video.mp4
yja_E02_S02_t006,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t006/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t006/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t006/original_video.mp4
yja_E02_S02_t007,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t007/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t007/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t007/original_video.mp4
yja_E02_S02_t008,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t008/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t008/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t008/original_video.mp4
yja_E02_S02_t009,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t009/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t009/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t009/original_video.mp4
yja_E02_S02_t010,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t010/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t010/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t010/original_video.mp4
yja_E02_S02_t011,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t011/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t011/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t011/original_video.mp4
yja_E02_S02_t012,yja,E02,pose_and_action,1,S02,standing_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t012/csi.csv,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t012/gt_pose.npz,data/pose_and_action/yja/E02/safe/S02_standing_still/yja_E02_S02_t012/original_video.mp4
yja_E02_S03_t001,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t001/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t001/original_video.mp4
yja_E02_S03_t002,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t002/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t002/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t002/original_video.mp4
yja_E02_S03_t003,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t003/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t003/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t003/original_video.mp4
yja_E02_S03_t004,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t004/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t004/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t004/original_video.mp4
yja_E02_S03_t005,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t005/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t005/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t005/original_video.mp4
yja_E02_S03_t006,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t006/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t006/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t006/original_video.mp4
yja_E02_S03_t007,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t007/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t007/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t007/original_video.mp4
yja_E02_S03_t008,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t008/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t008/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t008/original_video.mp4
yja_E02_S03_t009,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t009/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t009/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t009/original_video.mp4
yja_E02_S03_t010,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t010/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t010/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t010/original_video.mp4
yja_E02_S03_t011,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t011/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t011/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t011/original_video.mp4
yja_E02_S03_t012,yja,E02,pose_and_action,2,S03,sitting_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t012/csi.csv,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t012/gt_pose.npz,data/pose_and_action/yja/E02/safe/S03_sitting_still/yja_E02_S03_t012/original_video.mp4
yja_E02_S04_t001,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t001/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t001/original_video.mp4
yja_E02_S04_t002,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t002/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t002/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t002/original_video.mp4
yja_E02_S04_t003,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t003/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t003/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t003/original_video.mp4
yja_E02_S04_t004,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t004/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t004/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t004/original_video.mp4
yja_E02_S04_t005,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t005/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t005/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t005/original_video.mp4
yja_E02_S04_t006,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t006/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t006/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t006/original_video.mp4
yja_E02_S04_t007,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t007/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t007/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t007/original_video.mp4
yja_E02_S04_t008,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t008/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t008/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t008/original_video.mp4
yja_E02_S04_t009,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t009/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t009/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t009/original_video.mp4
yja_E02_S04_t010,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t010/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t010/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t010/original_video.mp4
yja_E02_S04_t011,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t011/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t011/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t011/original_video.mp4
yja_E02_S04_t012,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t012/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t012/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t012/original_video.mp4
yja_E02_S04_t013,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t013/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t013/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t013/original_video.mp4
yja_E02_S04_t014,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t014/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t014/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t014/original_video.mp4
yja_E02_S04_t015,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t015/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t015/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t015/original_video.mp4
yja_E02_S04_t016,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t016/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t016/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t016/original_video.mp4
yja_E02_S04_t017,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t017/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t017/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t017/original_video.mp4
yja_E02_S04_t018,yja,E02,pose_and_action,3,S04,lying_still,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t018/csi.csv,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t018/gt_pose.npz,data/pose_and_action/yja/E02/safe/S04_lying_still/yja_E02_S04_t018/original_video.mp4
yja_E02_S05_t001,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t001/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t001/original_video.mp4
yja_E02_S05_t002,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t002/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t002/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t002/original_video.mp4
yja_E02_S05_t003,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t003/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t003/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t003/original_video.mp4
yja_E02_S05_t004,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t004/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t004/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t004/original_video.mp4
yja_E02_S05_t005,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t005/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t005/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t005/original_video.mp4
yja_E02_S05_t006,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t006/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t006/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t006/original_video.mp4
yja_E02_S05_t007,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t007/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t007/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t007/original_video.mp4
yja_E02_S05_t008,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t008/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t008/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t008/original_video.mp4
yja_E02_S05_t009,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t009/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t009/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t009/original_video.mp4
yja_E02_S05_t010,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t010/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t010/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t010/original_video.mp4
yja_E02_S05_t011,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t011/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t011/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t011/original_video.mp4
yja_E02_S05_t012,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t012/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t012/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t012/original_video.mp4
yja_E02_S05_t013,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t013/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t013/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t013/original_video.mp4
yja_E02_S05_t014,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t014/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t014/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t014/original_video.mp4
yja_E02_S05_t015,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t015/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t015/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t015/original_video.mp4
yja_E02_S05_t016,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t016/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t016/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t016/original_video.mp4
yja_E02_S05_t017,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t017/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t017/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t017/original_video.mp4
yja_E02_S05_t018,yja,E02,pose_and_action,4,S05,lie_to_stand,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t018/csi.csv,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t018/gt_pose.npz,data/pose_and_action/yja/E02/safe/S05_lie_to_stand/yja_E02_S05_t018/original_video.mp4
yja_E02_S06_t001,yja,E02,pose_and_action,5,S06,stand_to_lie_normal,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S06_stand_to_lie_normal/yja_E02_S06_t001/csi.csv,data/pose_and_action/yja/E02/safe/S06_stand_to_lie_normal/yja_E02_S06_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S06_stand_to_lie_normal/yja_E02_S06_t001/original_video.mp4
